index,A,B,C,V
1387,-1274.9765910314304,-1075.0490922677545,-673.0210266584421,1
1388,98.94932872052381,99.97505946610416,-29.298626239846694,0
1389,99.13099259559175,99.74019783101511,-29.278832655358684,0
1390,98.94343806441515,99.83185918147853,-29.437077853959032,0
1391,99.06273768960945,99.90749917829834,-29.329218025155562,0
1392,98.96927153533989,99.98199213395847,-29.37130738572038,0
1393,-1275.1408937440963,-1071.3770688460825,-672.5735202306727,1
1394,98.96547564486363,99.80396450332414,-29.210077554825858,0
1395,99.16456905842287,100.02474520743739,-29.20252935230567,0
1396,98.8535839363501,99.85673089550697,-29.261729173646675,0
1397,99.15824794147194,99.83729455404345,-29.282068691890444,0
1398,98.97139366136675,99.98432557991264,-29.125564581010174,0
1399,99.0751875166288,99.8848779027949,-29.306712490197615,0
1400,98.96169268559197,99.7492436071142,-29.291715400304696,0
1401,99.00903166575682,99.73332557319048,-29.207997148153655,0
1402,99.04920814924319,100.00599405754207,-29.468494031011513,0
1403,-479.33141436006065,273.8866772890315,466.91847604180504,1
1404,98.95939799302418,99.90728000716256,-29.388553640830917,0
1405,99.06132792294127,99.91958854372096,-29.301009296931372,0
1406,99.15973076979692,99.83704446946598,-29.23092355329806,0
1407,-259.3056196610026,-654.2756182718485,-571.7086933927341,0
1408,-259.32159531786806,-654.1919291055826,-571.79769056158,0
1409,-259.71888815654546,-654.789205909948,-570.972875036633,0
1410,-259.04273930212696,-654.8272976213004,-571.2437427494078,0
1411,-259.65798976825175,-654.1289574983329,-571.4778247335046,0
1412,-259.6139399178903,-654.4358293885286,-571.71101557766,0
1413,-258.87887239078475,-654.5082251387282,-570.8518635723111,0
1414,-259.50876637236524,-654.3254558661721,-571.3016084768645,0
1415,-259.7505770688186,-654.0730024061046,-572.1989015851577,0
1416,-258.87568706813744,-654.17170331177,-572.3600231033622,0
1417,-259.33938648185614,-654.4141719113255,-571.3099755753392,0
1418,-259.34335024122174,-654.6620288756731,-571.4017152558688,0
1419,-259.57468684922276,-653.9708114539903,-570.8751628548528,0
1420,-259.85576201672205,-654.7959646651466,-570.8819378895006,0
1421,-259.9001921895949,-654.0961593638084,-571.1814692743656,0
1422,-259.20010194983496,-654.7613434627419,-571.3936781352431,0
1423,-259.7889381391572,-654.0790071166965,-571.1392458034958,0
1424,-259.2933653523436,-653.8856105130909,-570.6491383294164,0
1425,-259.33927333188507,-653.8869821465596,-570.8404846325674,0
1426,-259.6824736593128,-654.1774687832133,-571.8248378002287,0
1427,-259.1007826502782,-654.595759414673,-571.4389780969113,0
1428,-259.56839549710196,-654.0838031749577,-570.470899714875,0
1429,-259.0163194075179,-654.5670601893916,-571.6707077149471,0
1430,-259.5066737640946,-654.1929026481993,-571.3766578975851,0
1431,-260.10158283387636,-654.2377933162533,-571.3515865427678,0
1432,-259.032534354652,-654.5968013106165,-571.1891669445357,0
1433,-259.60310262289016,-653.8579752520023,-571.6430244090141,0
1434,-260.1301737721408,-654.8007106434629,-571.3931157156937,0
1435,-259.20990576380916,-654.9053261578725,-570.7965677969845,0
1436,-259.7058617335603,-653.94041401368,-571.0971076545108,0
1437,-258.86201333391625,-654.8864995108327,-571.5744081024711,0
1438,-259.2681594893741,-654.2302678647231,-571.2666414755525,0
1439,-259.8187641782241,-654.4057157865625,-571.7163147192487,0
1440,-259.8297719681679,-654.5660106456647,-571.7878869940212,0
1441,-259.03611921111326,-654.0176287662026,-572.0506872816633,0
1442,-259.22766415560636,-653.9631173399654,-571.2733775608317,0
1443,-259.49589727239487,-654.4783052806015,-571.3510133930206,0
1444,-259.4502162515111,-654.909397429188,-571.4774180107327,0
1445,-478.8784847308215,274.028141464362,466.6525504404535,1
1446,-259.67388437514546,-654.7126837550447,-571.3433926604336,0
1447,-258.7936008960623,-654.2219638345254,-570.5597860533734,0
1448,-259.28039091466525,-654.3192188909628,-572.0501040019202,0
1449,-259.2892837272326,-654.093400702625,-571.5403157370607,0
1450,-1274.4020157617067,-1070.5498400285014,-675.4061804911993,1
1451,-258.94480611428145,-653.5556734027084,-571.435976862565,0
1452,-259.4132506150337,-654.6129911108851,-571.3643736240887,0
1453,-259.98822186413184,-655.0111330466015,-571.4601078597868,0
1454,-258.9519274482015,-654.4862134061138,-570.5816458769689,0
1455,-258.91675308081835,-655.0267378748744,-570.7499732171661,0
1456,-258.97480397584656,-654.096465177927,-571.7259157149908,0
1457,-259.59307855019284,-654.2593552046216,-571.7837471569413,0
1458,-259.858788310961,-655.0965999615414,-571.3342913832864,0
1459,-259.4951231128492,-654.4306919034557,-571.2917149338111,0
1460,-259.51170136151495,-654.2215585760812,-571.7246323092785,0
1461,-1274.6768225756084,-1071.2974016708388,-673.2573950147465,1
1462,-260.02452233676905,-654.3988507957225,-571.2110435129392,0
1463,-259.47300805518614,-654.109195318059,-571.2405209792194,0
1464,-1274.3930800601395,-1070.5830955673398,-673.6087548953901,1
1465,-259.78304642020476,-655.0429883643843,-571.7006609297548,0
1466,-259.60307806644045,-654.5890034978765,-571.295678842557,0
1467,-260.5167593868362,-654.3776085948757,-571.8224264054847,0
1468,-258.8839382523518,-654.6958127738226,-571.6261873318523,0
1469,-1273.9768111218443,-1072.8080647853467,-674.9974868176242,1
1470,-259.5292880432267,-654.1922728731907,-571.522425614189,0
1471,-259.34116788044963,-654.0836828545515,-570.8006789191007,0
1472,-259.514193133688,-654.2875705551173,-571.820305045731,0
1473,-259.20792233824005,-654.9515566997433,-571.0153715621932,0
1474,-258.8948006552513,-654.4104406659052,-571.4579430136116,0
1475,-259.00869493764486,-654.6706153121821,-571.9861028364506,0
1476,-260.0030041127796,-654.3162593357208,-571.4113185253883,0
1477,-259.35895286994923,-655.2379655573832,-571.5716565893508,0
1478,-259.6884298826433,-654.9184565168748,-571.4710537519555,0
1479,-259.226404858028,-653.9487616234735,-571.326725750907,0
1480,-259.5501941512647,-653.9997237197464,-570.8277937303833,0
1481,-258.69228537743487,-654.8970283905078,-571.109349915859,0
1482,-259.5996251051242,-654.3706656523221,-570.7634512774101,0
1483,-258.99027594205967,-654.0127121870456,-571.4265891478483,0
1484,-260.3766659368799,-653.9745209337264,-571.3693945200338,0
1485,-259.4678620898989,-654.890345525975,-572.2698089979496,0
1486,-259.3959775691497,-654.7368673537388,-571.090500255536,0
1487,-259.2141865564528,-653.9527641386876,-571.4375826567152,0
1488,-259.07775248316494,-654.4314080712272,-571.6461651183093,0
1489,-260.0325259069769,-653.8287965417512,-571.5804876105151,0
1490,-259.7108265482016,-655.0345568530653,-571.4531577472517,0
1491,-260.1539694151851,-654.1578261986705,-571.1642836420705,0
1492,-259.4386572221698,-654.3596183993714,-572.0545816877627,0
1493,-259.4760880734771,-653.8490291648802,-571.4987965720758,0
1494,-1276.1281538909138,-1071.9652509093441,-674.01608567849,1
1495,-259.41699151792017,-654.0001559595364,-571.7035600455044,0
1496,-259.15876164738484,-654.679868186894,-571.5284273830615,0
1497,-259.5959237649038,-655.1093731449024,-571.1503293015395,0
1498,-260.1187068879581,-654.4295212977916,-570.9942568520366,0
1499,-259.81365427235136,-654.1362496517396,-571.1267060568532,0
1500,-259.49473558707933,-654.4989101167392,-571.8356844425017,0
1501,-259.71573549771193,-654.1238653123191,-571.8459224629986,0
1502,-259.23843777273015,-654.5913853124339,-571.5886011493833,0
1503,-259.5932190291564,-654.6319796235066,-571.1966294455859,0
1504,-1277.1140949966555,-1072.0385493285448,-673.0204145743784,1
1505,-259.5074816131702,-654.661922621908,-571.0607811989087,0
1506,-259.1235138425745,-654.2170182893467,-571.5924641152035,0
1507,-259.8523367017802,-654.4498319391637,-570.9136879067981,0
1508,-259.1561308106927,-654.3231797208812,-571.7878479390416,0
1509,-259.36912638788937,-654.298856405314,-571.8404621788604,0
1510,-258.7227637551133,-654.3422882189701,-572.1324509843212,0
1511,-260.09392632308476,-654.3551895785947,-571.5770225048199,0
1512,-259.3160583184701,-653.8829522407678,-571.7953570595577,0
1513,-259.2863963138245,-654.0995076784367,-572.0869800960643,0
1514,-258.9884741768502,-654.7575067305044,-571.3141332514805,0
1515,-259.473406290207,-653.6350415069278,-571.2332648921699,0
1516,-259.4215937227582,-655.0215480294769,-571.0533571594518,0
1517,-259.1562026953023,-653.8214316849431,-571.3065787194186,0
1518,-259.096072995726,-654.1290931796727,-571.2015826816081,0
1519,-259.8622671337482,-654.3600352301527,-571.8111584158635,0
1520,-258.8110602189365,-654.6388546388,-571.8469495502256,0
1521,-1274.2212526711494,-1073.466366084239,-676.1856728316503,1
1522,-259.09438167741746,-654.6303091452031,-570.9922785378109,0
1523,-1273.2774019963201,-1073.243825550314,-675.2726466994022,1
1524,-258.6052580415809,-654.3288192419918,-571.943352398215,0
1525,-259.1252641972741,-654.205382909086,-571.460707488334,0
1526,-259.55774829406977,-654.3319699862471,-571.2424431684599,0
1527,-258.78174860980084,-654.3241756278616,-571.429449708234,0
1528,-259.72053706258055,-654.585722504204,-571.9091036567949,0
1529,-259.2425326120504,-654.9250384767824,-571.6266706613319,0
1530,-258.8079680609353,-654.019120826294,-571.137086389233,0
1531,-259.0873853776572,-654.6182100850435,-571.6084345780711,0
1532,-259.3058887536291,-654.9179623259082,-571.2130522165673,0
1533,-258.91589840326094,-654.099541565178,-571.4630403730936,0
1534,-259.2422356370941,-654.70182275395,-571.0818001441155,0
1535,-259.46222504753877,-654.1559839261606,-571.553860463305,0
1536,-259.3139940094121,-654.6391679201441,-571.5874738743389,0
1537,-1275.472072095904,-1070.3558350930111,-676.3168991224599,1
1538,-1274.0591434073178,-1073.5308146216817,-673.864572890391,1
1539,-259.49364470381045,-654.9518049942924,-570.949308444403,0
1540,-258.47724692240485,-653.9436506352461,-571.3360982083528,0
1541,-259.92320638874406,-654.9273281974008,-570.7848024860278,0
1542,-259.2288502659794,-655.1360661487013,-571.261467676573,0
1543,-259.17554290857777,-654.7373128562987,-571.7976569651134,0
1544,-259.40377116721703,-654.5680560321589,-571.236985056095,0
1545,-259.2352050130201,-653.7083681774586,-570.9940443601457,0
1546,-259.19529745230506,-654.7861708651747,-571.7963076083431,0
1547,-259.8908145133766,-653.6518964127395,-571.4530323939177,0
1548,-258.5543778476332,-654.4206671743416,-571.1474113630774,0
1549,-259.18196525893524,-654.2295498261064,-571.7644601233492,0
1550,-259.18796875385243,-654.3870018668923,-571.6526632753781,0
1551,-259.72846933793966,-654.2855102344323,-570.9090167364668,0
1552,-259.48508134161284,-654.5703371770987,-571.2549642771204,0
1553,-258.8825639788227,-654.9410656077266,-571.7014183191819,0
1554,-259.8187597274783,-654.8078441962538,-570.61901910267,0
1555,-259.86816518727414,-654.2232698325291,-571.3777824880146,0
1556,-260.31859806217363,-654.5883473332314,-571.3889633838254,0
1557,-259.73775490295105,-654.4574197360914,-571.5307055304842,0
1558,-259.4350706523037,-654.8995408395432,-571.4572751904044,0
1559,-259.958611833775,-654.7467351839617,-570.8760216956483,0
1560,-259.5640917925373,-654.0488457616718,-571.063668776152,0
1561,-258.6815247913203,-654.7086548695241,-570.8326100959698,0
1562,-259.99592497650383,-654.3068566785508,-571.1021141762851,0
1563,-259.35650830719635,-654.224840767798,-570.854014726771,0
1564,-258.84124533081206,-654.0268566170398,-571.6538921275994,0
1565,-1274.4485031681907,-1070.8671570334448,-674.080283339237,1
1566,-259.69652423254803,-654.2343627008787,-571.5685566144277,0
1567,-259.35145070604347,-654.7673246404072,-571.4398707531913,0
1568,-259.07252288570646,-654.8451547754931,-571.4631255313074,0
1569,-259.502351149957,-653.9893040879894,-571.1550684532343,0
1570,-259.5535902723556,-653.7616167976574,-571.6069894677713,0
1571,-258.98575613501555,-654.1900322064421,-571.3097379274651,0
1572,-479.00241767467304,274.36601493056503,466.56914990065775,1
1573,-259.68865414233244,-654.1387929566081,-571.7913563416218,0
1574,-258.788307498386,-653.9191977866686,-570.9955421067699,0
1575,-259.6671951534946,-654.4866650443912,-571.7871074692835,0
1576,-259.8377744281806,-654.6164145239633,-570.4711206759694,0
1577,-258.95133845794874,-654.3480957673297,-571.6497758222532,0
1578,-259.2205547245569,-654.0354980666316,-571.9447641660163,0
1579,-259.68917600093647,-654.3441531592156,-571.2373005238735,0
1580,-259.58292890160203,-654.430020909168,-571.47864450034,0
1581,-259.1174363149366,-654.1859011332116,-570.9229242700969,0
1582,-259.0803673771874,-654.913171308248,-571.5061090165967,0
1583,-478.2373759737342,274.12520614359806,466.917147705958,1
1584,-258.3621776349875,-654.7307217797628,-570.9114049112851,0
1585,-259.3140706274611,-654.5343984535775,-571.5320279693976,0
1586,-259.4354295060378,-653.5757288050874,-570.6882883106229,0
1587,-260.0822900019229,-653.8934962089518,-571.4525278144229,0
1588,-259.7031518609487,-655.2844274223582,-571.1563489603841,0
1589,-259.2855976078317,-654.3480494034958,-571.675585886785,0
1590,-259.6575089472102,-654.2605329208686,-571.5935322923639,0
1591,-259.16897535514016,-654.6098112636188,-571.2835981032061,0
1592,-258.8911745192278,-654.5646893169042,-571.2335423110368,0
1593,-1275.5459385536717,-1068.1389010518033,-674.8933136827878,1
1594,-259.41662793507305,-653.8706199884929,-570.8372621533088,0
1595,-259.65509734094894,-654.4976167098959,-570.5620335249025,0
1596,-1275.309018657326,-1070.0133079891839,-674.5195532992055,1
1597,-259.58497671066164,-654.2701680592237,-571.502004082318,0
1598,-259.2123509657406,-653.825274894668,-572.093277052927,0
1599,-259.158132955927,-655.0019281113609,-571.3987455680007,0
1600,-259.3180569628194,-654.3178015628844,-571.9412462727723,0
1601,-259.83139874512216,-653.9273841387538,-571.8200625911202,0
1602,-258.5067228749599,-654.4353127082522,-571.6629851062312,0
1603,-259.33164850491534,-654.1349630737038,-571.1650484172749,0
1604,-259.3282806351518,-654.5928763777736,-571.7268159021348,0
1605,-259.2068422409032,-654.3157228254697,-570.3103994045143,0
1606,-259.16585853165,-654.3807639230957,-571.6818283040122,0
1607,-259.64829678380386,-654.4209699171518,-571.1000594789863,0
1608,-259.1019972493673,-654.1962386990162,-571.2062745767655,0
1609,-259.36805787418984,-654.3029953993306,-570.6117632176699,0
1610,-259.84894893532856,-654.9676163359898,-571.1912832379505,0
1611,-259.52169366466836,-654.4085040280996,-571.1707218285484,0
1612,-259.0340168884844,-653.7653683477664,-571.0164929725169,0
1613,-259.137729364309,-654.3084998766362,-571.7044332336347,0
1614,-259.4434560594222,-654.1818684182273,-570.5158796345032,0
1615,-259.37805789902984,-654.5185347438568,-571.811715884665,0
1616,-259.36658389454084,-654.538194443629,-571.5704638859723,0
1617,-259.20787225111775,-654.6026107273533,-571.1950563624605,0
1618,-259.9449521169876,-654.7334995755962,-571.9107763781584,0
1619,-259.46817760023316,-653.9563411067143,-571.0014644881813,0
1620,-259.2817836718386,-654.100014835939,-571.1873229621518,0
1621,-258.7549056034574,-654.701946884784,-572.0777010711529,0
1622,-259.70313932751986,-653.4216243459593,-571.4811489914298,0
1623,-259.4923261557863,-654.0988734062065,-571.491451473001,0
1624,-258.52005467834914,-654.3149380007133,-571.694903502174,0
1625,-259.26562739130173,-654.375397780657,-570.8306836926502,0
1626,-259.019794590246,-654.4668616528435,-572.0039295182064,0
1627,-259.4849582788939,-655.1936885295731,-571.3405994007161,0
1628,-259.1586802069315,-654.5441677320794,-571.0577880514614,0
1629,-259.22562854049823,-653.9979586441134,-571.1823604243281,0
1630,-259.32551533606494,-653.8892931488654,-571.689399671673,0
1631,-258.9662868222498,-654.8547280535674,-571.6268701983838,0
1632,-1272.6997629839063,-1070.0247060878016,-672.459649636358,1
1633,-259.53641572423436,-654.4536918689026,-571.3835478270772,0
1634,-478.876329732892,273.9299973174465,466.60487070180955,1
1635,-259.88956374521524,-653.7698024861778,-571.093248439307,0
1636,-259.28072125556287,-654.088331656472,-571.2482103792478,0
1637,-259.4380956525111,-654.4044991853165,-571.416260923448,0
1638,-258.8993320422575,-653.998577833937,-571.2497333175368,0
1639,-260.13343094172535,-655.07751875163,-571.6384268167598,0
1640,-258.8746065175633,-654.4851694372071,-570.7875580620483,0
1641,-259.1768190824553,-654.0317718618187,-572.0620692501685,0
1642,-259.2588277221612,-655.0434145117208,-570.6103721420145,0
1643,-1275.4914990978082,-1069.9019445022134,-675.5373549933319,1
1644,-478.81984551772393,274.4413962144603,467.11210556435304,1
1645,-259.40061452705925,-653.917119859058,-570.8979041858352,0
1646,-259.2439309925501,-654.0493684873644,-570.9687667321406,0
1647,-259.54631568241984,-655.2825513310275,-570.6346842823036,0
1648,-259.5454362376118,-654.2924699778744,-571.450391785807,0
1649,-259.33152017178406,-653.782404208967,-570.9642890949608,0
1650,-259.1715987391906,-653.8199165823258,-571.5104538742884,0
1651,-259.25977866683513,-654.937727817948,-571.267011782529,0
1652,-259.1068844166013,-653.8203156375359,-571.6013240487483,0
1653,-258.98594756773224,-654.1147718583928,-572.1665756957623,0
1654,-259.23944516446153,-654.7153104922763,-571.4401447938958,0
1655,-259.3800725258528,-654.0096888255079,-571.1991692050436,0
1656,-259.05082214091044,-654.0674294707255,-571.0154273501258,0
1657,-259.8124950284325,-654.4613791428,-571.957912706779,0
1658,-259.345210002824,-654.6481165194496,-570.7370999104672,0
1659,-259.18888940886734,-654.3411257184578,-570.8596918654338,0
1660,-259.38474383593245,-654.4223814323044,-571.1365895864426,0
1661,-259.5908027196594,-654.7498733846952,-572.0195857996506,0
1662,-259.5172575068298,-654.2378433367094,-571.8024995339099,0
1663,-258.9354137250799,-654.5773666723412,-570.852483456589,0
1664,-259.6261324848576,-654.195038571625,-571.5187365030379,0
1665,-259.10164535811276,-654.4906209434366,-571.4568190083143,0
1666,-259.5238516272765,-654.6185849059154,-571.8196047972622,0
1667,-260.2470388493954,-653.9983147710568,-571.429958733044,0
1668,-478.4049194457974,274.1608247081544,466.91895447269974,1
1669,-258.9084593613852,-653.7986097971219,-571.1194523353395,0
1670,-259.9684007870752,-654.4217683672464,-570.9893607555961,0
1671,-259.2505307690995,-654.243850875077,-571.5936843254657,0
1672,-259.55132546458304,-655.2486374699432,-571.2204295962246,0
1673,-259.2179159500065,-653.8016286246593,-570.6605756338942,0
1674,-259.11871593722606,-654.3510130957192,-571.3667701141236,0
1675,-1277.8635929486911,-1068.3958020202613,-674.3074202058358,1
1676,-259.87352668389354,-654.4097053894328,-570.7981289648062,0
1677,-259.09797667964585,-653.9024384489466,-571.4451916025116,0
1678,-259.61030915389523,-653.7973467275978,-571.0944807533319,0
1679,-259.21576357775183,-654.919634324105,-571.8960185392522,0
1680,-259.6735999837286,-654.3736392949899,-570.8218483932873,0
1681,-259.6729188582871,-653.5599899602133,-571.5438702350247,0
1682,-259.05666250971666,-654.4817038836519,-571.451996416538,0
1683,-259.6315059154157,-654.6079691922605,-571.2096938766483,0
1684,-259.6616967545767,-654.953723553493,-571.2142503541482,0
1685,-259.50975745501825,-654.3595913680588,-571.7342607771022,0
1686,-478.78567931316724,273.8100013813915,466.59533791315295,1
1687,-259.2608482220033,-654.4686755928076,-571.3961403034574,0
1688,-259.1642296627105,-654.0685327250577,-570.8946615166246,0
1689,-258.8902261119115,-654.6237385709975,-570.9622901885481,0
1690,-259.979054906072,-654.6254984071611,-571.1945771162135,0
1691,-259.19547264520577,-655.3895124842371,-571.335274230759,0
1692,-259.75281103687547,-653.8788701644887,-571.2702724229714,0
1693,-259.23145396100705,-654.2326819704879,-571.3209228020226,0
1694,-259.75059442311596,-654.2727171583593,-570.8983969344982,0
1695,-1272.8650999154092,-1074.8264918840946,-676.1224109611528,1
1696,-259.3948154674736,-654.2299667127497,-571.3775037776203,0
1697,-259.14147794620214,-654.019974310618,-571.3526881843494,0
1698,-258.9653025211529,-653.9563142108092,-571.6679562339413,0
1699,-258.7546942980345,-654.4997618526285,-571.3601274619973,0
1700,-1273.8051082731238,-1071.2086265410646,-674.3196349388437,1
1701,-259.0430404281313,-654.1641750000638,-571.007121543134,0
1702,-258.2463130113496,-654.892229578377,-570.6492253959726,0
1703,-1273.4320274058318,-1069.3619001958598,-673.6432298715249,1
1704,-259.47615619096325,-654.8949265031874,-572.0217276373222,0
1705,-259.81590593102806,-653.9571093884741,-571.2995790397646,0
1706,-260.1907738366554,-654.4383568029688,-571.6496879204254,0
1707,-258.91731769778033,-654.5614652377591,-571.472939315613,0
1708,-259.179399837747,-653.8989326610473,-571.9940967343567,0
1709,-259.5618763324862,-654.6886402591944,-571.5760194451786,0
1710,-1273.4757483087355,-1073.0556711489419,-674.9410342317487,1
1711,-258.6921044228752,-653.9579657740695,-570.45473049489,0
1712,-259.4038872431414,-653.5251083960499,-571.6994897502886,0
1713,-259.1188874242698,-654.4809343274148,-571.6629472717897,0
1714,-259.18318697923445,-654.5920377261745,-571.2796722008273,0
1715,-259.0431477081797,-654.2847543586478,-571.2026921815252,0
1716,-259.45389346106566,-654.2157336595966,-571.6593328015655,0
1717,-259.36489518881297,-654.4923934584253,-570.9877980171606,0
1718,-259.28634713599604,-654.5014392186529,-570.9679798941193,0
1719,-259.1572144360191,-654.5683108256687,-571.0537641385007,0
1720,-259.423467506575,-654.34971949012,-571.224391706473,0
1721,-478.3963843368754,274.2457355465702,466.6949614277102,1
1722,-258.5758461234052,-654.1102315561478,-570.4027456010751,0
1723,-258.87347056601646,-653.8307538405802,-572.0652084522073,0
1724,-259.89994271571544,-654.513269969987,-571.1632453493187,0
1725,-258.48636277853467,-654.3874201415053,-571.0392718362751,0
1726,-259.7079288274846,-654.6164319214455,-571.8065564593663,0
1727,-259.0735011954365,-653.9964883840016,-571.5287364479353,0
1728,-260.0992340541071,-654.561110531344,-570.7226511648294,0
1729,-259.1255047414521,-654.6197490347743,-571.0152120326901,0
1730,-1273.8036080122731,-1073.2943514719127,-675.0845032051773,1
1731,-259.5255592314505,-654.3000253503913,-570.6256994257476,0
1732,-260.0811838115253,-654.3337365339484,-571.4338577362417,0
1733,-258.49539368562995,-654.9585689043522,-571.4923177231994,0
1734,-258.5480590064821,-654.2990920274796,-571.2149713824894,0
1735,-259.995739804219,-654.8550860782335,-571.8056043945943,0
1736,-259.55645339805193,-654.642699880822,-571.385274235178,0
1737,-259.33337122065547,-653.7749208738014,-571.6827011848458,0
1738,-259.0612890875141,-654.6206872776895,-570.9522231148175,0
1739,-259.00122486667533,-653.794817425825,-571.5121988240638,0
1740,-259.082310340513,-654.2791591143609,-570.9885235067069,0
1741,-259.0933843777189,-654.3548411348477,-571.7504667833606,0
1742,-258.8396670449853,-653.7183306801054,-570.6205737232318,0
1743,-259.9086893125773,-654.4154085430674,-571.3571645244303,0
1744,-260.0691355095827,-654.4216919789586,-571.4222730161313,0
1745,-259.9520308787083,-654.6906388110216,-571.3698546088244,0
1746,-259.13727966306993,-654.8028830400231,-571.0101684217364,0
1747,-258.96654972576965,-655.0346072240744,-571.0347661050121,0
1748,-259.47550638431306,-654.3662567639353,-570.8365844984435,0
1749,-259.4092492922519,-654.6952624614837,-571.2806793060776,0
1750,-259.5080647716583,-654.7548836872469,-571.2009679169821,0
1751,-259.55145993902073,-655.0304308797026,-571.1728832811388,0
1752,-259.2253132088538,-655.2532637712084,-571.3148109023316,0
1753,-258.73475721665665,-654.8258346539822,-571.5966732906352,0
1754,-259.9755653664578,-654.8978327415889,-571.0648131632947,0
1755,-259.2761421503299,-654.1702102222521,-571.0251253468706,0
1756,-259.63708606560573,-654.3491623358941,-571.0319509214381,0
1757,-259.33953133122054,-654.5501387179586,-571.2609473278421,0
1758,-260.0898527806586,-654.2925116314123,-571.2384125579692,0
1759,-259.0557413415812,-654.7303719043679,-571.0807154448958,0
1760,-259.3495558461964,-654.5190304687437,-570.5978480559518,0
1761,-259.7992752243937,-654.4349047946424,-570.6713510518736,0
1762,-259.7645157324376,-653.9038382225409,-570.95161719594,0
1763,-1276.4046666781571,-1073.3316752165936,-675.3875832071735,1
1764,-259.8820608727615,-654.0627502124673,-571.0977854019329,0
1765,-260.1234563385311,-654.3302132393792,-571.5675478443336,0
1766,-260.18649353450184,-654.5088851537992,-571.3148499112253,0
1767,-259.5728337722432,-654.1102402088983,-571.6201254032925,0
1768,-259.3614695576748,-653.9473364140994,-571.3493925045964,0
1769,-1274.3208004749467,-1070.3967226912553,-674.573454227533,1
1770,-478.61139289549203,274.738857487813,466.1872689952205,1
1771,-479.0549705661525,273.5251877391972,466.6915517154888,1
1772,-259.44601915778213,-653.7734630862142,-571.127085477248,0
1773,-259.3873643522211,-654.681735401248,-571.9192327103973,0
1774,-259.5571188576535,-653.9640974370313,-571.5155872752119,0
1775,-259.3819685172208,-655.08148597641,-571.3993165827119,0
1776,-478.698054307899,274.02299094930567,466.70406647888126,1
1777,-258.87081341825217,-653.8741230823235,-571.308561353859,0
1778,-259.22190404791894,-653.6852189107362,-571.1733359626974,0
1779,-258.8586077747537,-654.6525082271177,-571.6044008307362,0
1780,-259.002647236468,-654.3698464353253,-571.9144293618893,0
1781,-259.6034216369112,-654.1556233019872,-571.2323220316672,0
1782,-258.87189671804396,-654.0775823250358,-571.4138132813881,0
1783,-259.314659444107,-654.5855012899488,-570.6542821928685,0
1784,-258.6922440439786,-654.5145173125557,-571.6007249849263,0
1785,-259.54542881397157,-653.8167117427538,-570.8377439886075,0
1786,-259.2078854804603,-653.9486829818752,-571.8556689308211,0
1787,-259.39641685083546,-654.0349702357177,-571.4439088673051,0
1788,-258.84808792239323,-653.949384033379,-571.2119484501266,0
1789,-478.255104054897,274.5817929555744,466.6125929112138,1
1790,-259.221855325602,-654.6927199034275,-571.6121332201399,0
1791,-258.8916191274257,-654.0390067673587,-571.0454594487823,0
1792,-259.40739797777974,-654.1342850105013,-570.7205687693188,0
1793,-259.09348825932165,-653.5910428888315,-571.1134374125206,0
1794,-259.3106270242955,-653.3623984607393,-571.751949037856,0
1795,-259.03339866723593,-654.4784159314252,-570.4412039334053,0
1796,-259.43011426163486,-654.5586018351236,-571.0153446222022,0
1797,-259.36582325515536,-654.1220343749392,-570.9666573163393,0
1798,-259.4099082767752,-654.9168044297817,-571.3849374144158,0
1799,-259.3064809600005,-653.9446898768964,-570.8032580513847,0
1800,-259.445078270511,-654.009845376539,-571.6153133593243,0
1801,-259.36553476128165,-654.7641463522883,-571.2479581949101,0
1802,-259.38896455144766,-653.8036244701367,-571.5097384236454,0
1803,-1275.3540280994155,-1072.107221055489,-673.953399825905,1
1804,-259.6050198026357,-654.9436367422301,-571.640883324923,0
1805,-478.85324039961984,274.2458842343856,466.58991140721923,1
1806,-478.5426661695397,273.82846964474095,466.02915656047463,1
1807,-259.63403631728056,-654.1344453377532,-570.8368989273805,0
1808,-258.28877165860365,-654.6402663658761,-571.474849965646,0
1809,-259.4155613023334,-654.7539133709173,-571.1863434572945,0
1810,-1276.575258020979,-1070.5472947698713,-675.3173599891089,1
1811,-258.8198221517273,-654.4356920970087,-570.799788516026,0
1812,-258.81900745657214,-655.4115844405035,-571.2995862726669,0
1813,-259.618381210293,-654.52664825409,-570.9172480813785,0
1814,-259.0541879237935,-655.0123772942095,-571.3177364232188,0
1815,-258.49087813638494,-654.7195954687446,-571.3709644192811,0
1816,-259.5296159033013,-653.7907585259801,-571.0816129897743,0
1817,-259.1273798361295,-654.4894622425425,-570.8016066934979,0
1818,-258.9860659363827,-654.0187808937253,-571.3861592705839,0
1819,-259.8054973834441,-654.4572906527338,-571.600321386716,0
1820,-259.24359150304844,-653.8374646733976,-571.4236512313452,0
1821,-258.7796028936409,-654.3447794016816,-570.9580269064414,0
1822,-260.11285713146435,-654.3251843682657,-571.3045689878873,0
1823,-259.69284737652436,-654.3462497969751,-570.9660506874765,0
1824,-259.25634138305657,-654.1208295374477,-571.3050096461667,0
1825,-259.743953715316,-653.9888013023282,-571.3304119085637,0
1826,-258.81200222248935,-654.4064886729905,-571.4752379532264,0
1827,-259.42967803902803,-654.3775955263203,-572.3111910141552,0
1828,-259.0216769591323,-654.9502089232396,-571.809547028934,0
